iter,T,current_profit,best_profit,neighbor_profit,accepted
582,0.000782665,28172.4,28172.4,28105,0
583,0.000767012,28172.4,28172.4,28161.6,0
584,0.000751672,28172.4,28172.4,28161.6,0
585,0.000736638,28172.4,28172.4,28138.8,0
586,0.000721906,28172.4,28172.4,28089.2,0
587,0.000707467,28172.4,28172.4,28163.2,0
588,0.000693318,28172.4,28172.4,28020.5,0
589,0.000679452,28172.4,28172.4,28117.5,0
590,0.000665863,28172.4,28172.4,28077,0
591,0.000652545,28172.4,28172.4,28015,0
592,0.000639494,28172.4,28172.4,28201,1
593,0.000626705,28201,28201,28148.8,0
594,0.000614171,28201,28201,28195,0
595,0.000601887,28201,28201,28151.7,0
596,0.000589849,28201,28201,28101.9,0
597,0.000578052,28201,28201,28144.7,0
598,0.000566491,28201,28201,28109,0
599,0.000555161,28201,28201,28147,0
600,0.000544058,28201,28201,28115.6,0
601,0.000533177,28201,28201,28133,0
602,0.000522514,28201,28201,28096,0
603,0.000512063,28201,28201,28141.1,0
604,0.000501822,28201,28201,28172.6,0
605,0.000491786,28201,28201,28091.8,0
606,0.00048195,28201,28201,28116.5,0
607,0.000472311,28201,28201,28074.3,0
608,0.000462865,28201,28201,28151.9,0
609,0.000453607,28201,28201,28113.5,0
610,0.000444535,28201,28201,28154.2,0
611,0.000435645,28201,28201,28116,0
612,0.000426932,28201,28201,28170.2,0
613,0.000418393,28201,28201,28121.3,0
614,0.000410025,28201,28201,28226.4,1
615,0.000401825,28226.4,28226.4,28216.1,0
616,0.000393788,28226.4,28226.4,28147.8,0
617,0.000385912,28226.4,28226.4,28130.8,0
618,0.000378194,28226.4,28226.4,28219.3,0
619,0.00037063,28226.4,28226.4,28174,0
620,0.000363218,28226.4,28226.4,28173.7,0
621,0.000355953,28226.4,28226.4,28236.6,1
622,0.000348834,28236.6,28236.6,28185.2,0
623,0.000341858,28236.6,28236.6,28126,0
624,0.00033502,28236.6,28236.6,28139.4,0
625,0.00032832,28236.6,28236.6,28190.9,0
626,0.000321754,28236.6,28236.6,28226.2,0
627,0.000315319,28236.6,28236.6,28249.3,1
628,0.000309012,28249.3,28249.3,28248.1,0
629,0.000302832,28249.3,28249.3,28282.8,1
630,0.000296775,28282.8,28282.8,28296.8,1
631,0.00029084,28296.8,28296.8,28172.7,0
632,0.000285023,28296.8,28296.8,28214.4,0
633,0.000279322,28296.8,28296.8,28229.4,0
634,0.000273736,28296.8,28296.8,28130,0
635,0.000268261,28296.8,28296.8,28170.1,0
636,0.000262896,28296.8,28296.8,28262.3,0
637,0.000257638,28296.8,28296.8,28222.2,0
638,0.000252485,28296.8,28296.8,28293.5,0
639,0.000247436,28296.8,28296.8,28148,0
640,0.000242487,28296.8,28296.8,28233.8,0
641,0.000237637,28296.8,28296.8,28279.1,0
642,0.000232885,28296.8,28296.8,28170.1,0
643,0.000228227,28296.8,28296.8,28272.6,0
644,0.000223662,28296.8,28296.8,28220.9,0
645,0.000219189,28296.8,28296.8,28200.2,0
646,0.000214805,28296.8,28296.8,28218.2,0
647,0.000210509,28296.8,28296.8,28213.1,0
648,0.000206299,28296.8,28296.8,28150.3,0
649,0.000202173,28296.8,28296.8,28165.7,0
650,0.00019813,28296.8,28296.8,28287.5,0
651,0.000194167,28296.8,28296.8,28231,0
652,0.000190284,28296.8,28296.8,28280.4,0
653,0.000186478,28296.8,28296.8,28287.5,0
654,0.000182748,28296.8,28296.8,28172.4,0
655,0.000179093,28296.8,28296.8,28208.6,0
656,0.000175512,28296.8,28296.8,28248.9,0
657,0.000172001,28296.8,28296.8,28286.4,0
658,0.000168561,28296.8,28296.8,28261.8,0
659,0.00016519,28296.8,28296.8,28300,1
660,0.000161886,28300,28300,28326.5,1
661,0.000158649,28326.5,28326.5,28297,0
662,0.000155476,28326.5,28326.5,28232.6,0
663,0.000152366,28326.5,28326.5,28239,0
664,0.000149319,28326.5,28326.5,28272.5,0
665,0.000146332,28326.5,28326.5,28197.6,0
666,0.000143406,28326.5,28326.5,28259.1,0
667,0.000140538,28326.5,28326.5,28317.2,0
668,0.000137727,28326.5,28326.5,28237.1,0
669,0.000134972,28326.5,28326.5,28244.2,0
670,0.000132273,28326.5,28326.5,28275.5,0
671,0.000129627,28326.5,28326.5,28237.1,0
672,0.000127035,28326.5,28326.5,28264.3,0
673,0.000124494,28326.5,28326.5,28327.6,1
674,0.000122004,28327.6,28327.6,28258.8,0
675,0.000119564,28327.6,28327.6,28218.8,0
676,0.000117173,28327.6,28327.6,28276.9,0
677,0.000114829,28327.6,28327.6,28230,0
678,0.000112533,28327.6,28327.6,28301.1,0
679,0.000110282,28327.6,28327.6,28321.7,0
680,0.000108077,28327.6,28327.6,28279.7,0
681,0.000105915,28327.6,28327.6,28324.7,0
682,0.000103797,28327.6,28327.6,28294.1,0
683,0.000101721,28327.6,28327.6,28320.3,0
684,9.96864e-05,28327.6,28327.6,28139.8,0
685,9.76926e-05,28327.6,28327.6,28295.5,0
686,9.57388e-05,28327.6,28327.6,28259.4,0
687,9.3824e-05,28327.6,28327.6,28238.2,0
688,9.19475e-05,28327.6,28327.6,28286.1,0
689,9.01086e-05,28327.6,28327.6,28303.9,0
690,8.83064e-05,28327.6,28327.6,28302.1,0
691,8.65403e-05,28327.6,28327.6,28275.6,0
692,8.48095e-05,28327.6,28327.6,28281.7,0
693,8.31133e-05,28327.6,28327.6,28286.1,0
694,8.1451e-05,28327.6,28327.6,28263.8,0
695,7.9822e-05,28327.6,28327.6,28203.7,0
696,7.82256e-05,28327.6,28327.6,28312.6,0
697,7.6661e-05,28327.6,28327.6,28280.6,0
698,7.51278e-05,28327.6,28327.6,28254.4,0
699,7.36253e-05,28327.6,28327.6,28244,0
700,7.21528e-05,28327.6,28327.6,28206.5,0
701,7.07097e-05,28327.6,28327.6,28306.8,0
702,6.92955e-05,28327.6,28327.6,28266.3,0
703,6.79096e-05,28327.6,28327.6,28327.8,1
704,6.65514e-05,28327.8,28327.8,28269.4,0
705,6.52204e-05,28327.8,28327.8,28252.6,0
706,6.3916e-05,28327.8,28327.8,28238.5,0
707,6.26377e-05,28327.8,28327.8,28241.6,0
708,6.13849e-05,28327.8,28327.8,28299.6,0
709,6.01572e-05,28327.8,28327.8,28276.2,0
710,5.89541e-05,28327.8,28327.8,28233,0
711,5.7775e-05,28327.8,28327.8,28243.3,0
712,5.66195e-05,28327.8,28327.8,28262,0
713,5.54871e-05,28327.8,28327.8,28327.9,1
714,5.43774e-05,28327.9,28327.9,28261.3,0
715,5.32898e-05,28327.9,28327.9,28267.3,0
716,5.2224e-05,28327.9,28327.9,28212.1,0
717,5.11795e-05,28327.9,28327.9,28288.5,0
718,5.01559e-05,28327.9,28327.9,28261.3,0
719,4.91528e-05,28327.9,28327.9,28330.7,1
720,4.81698e-05,28330.7,28330.7,28301,0
721,4.72064e-05,28330.7,28330.7,28330.7,1
722,4.62622e-05,28330.7,28330.7,28319.9,0
723,4.5337e-05,28330.7,28330.7,28206.3,0
724,4.44303e-05,28330.7,28330.7,28312.6,0
725,4.35416e-05,28330.7,28330.7,28197.3,0
726,4.26708e-05,28330.7,28330.7,28235,0
727,4.18174e-05,28330.7,28330.7,28328.8,0
728,4.09811e-05,28330.7,28330.7,28293.8,0
729,4.01614e-05,28330.7,28330.7,28298.8,0
730,3.93582e-05,28330.7,28330.7,28254.7,0
731,3.8571e-05,28330.7,28330.7,28256.3,0
732,3.77996e-05,28330.7,28330.7,28244.2,0
733,3.70436e-05,28330.7,28330.7,28248.1,0
734,3.63028e-05,28330.7,28330.7,28311,0
735,3.55767e-05,28330.7,28330.7,28242.5,0
736,3.48652e-05,28330.7,28330.7,28303.3,0
737,3.41679e-05,28330.7,28330.7,28209.1,0
738,3.34845e-05,28330.7,28330.7,28214.2,0
739,3.28148e-05,28330.7,28330.7,28193.5,0
740,3.21585e-05,28330.7,28330.7,28329.6,0
741,3.15153e-05,28330.7,28330.7,28233.5,0
742,3.0885e-05,28330.7,28330.7,28338.7,1
743,3.02673e-05,28338.7,28338.7,28256.1,0
744,2.9662e-05,28338.7,28338.7,28327.1,0
745,2.90688e-05,28338.7,28338.7,28188,0
746,2.84874e-05,28338.7,28338.7,28290.3,0
747,2.79176e-05,28338.7,28338.7,28330.1,0
748,2.73593e-05,28338.7,28338.7,28218,0
749,2.68121e-05,28338.7,28338.7,28230.8,0
750,2.62758e-05,28338.7,28338.7,28290.7,0
751,2.57503e-05,28338.7,28338.7,28261.4,0
752,2.52353e-05,28338.7,28338.7,28327.7,0
753,2.47306e-05,28338.7,28338.7,28303.3,0
754,2.4236e-05,28338.7,28338.7,28221.5,0
755,2.37513e-05,28338.7,28338.7,28264.4,0
756,2.32763e-05,28338.7,28338.7,28240.7,0
757,2.28107e-05,28338.7,28338.7,28273.9,0
758,2.23545e-05,28338.7,28338.7,28302,0
759,2.19074e-05,28338.7,28338.7,28313.2,0
760,2.14693e-05,28338.7,28338.7,28289.9,0
761,2.10399e-05,28338.7,28338.7,28251.8,0
762,2.06191e-05,28338.7,28338.7,28311.3,0
763,2.02067e-05,28338.7,28338.7,28342.5,1
764,1.98026e-05,28342.5,28342.5,28372.3,1
765,1.94065e-05,28372.3,28372.3,28308.4,0
766,1.90184e-05,28372.3,28372.3,28342.7,0
767,1.8638e-05,28372.3,28372.3,28321,0
768,1.82653e-05,28372.3,28372.3,28354.6,0
769,1.79e-05,28372.3,28372.3,28275.2,0
770,1.7542e-05,28372.3,28372.3,28362.9,0
771,1.71911e-05,28372.3,28372.3,28336,0
772,1.68473e-05,28372.3,28372.3,28330.4,0
773,1.65104e-05,28372.3,28372.3,28335.1,0
774,1.61802e-05,28372.3,28372.3,28242.7,0
775,1.58565e-05,28372.3,28372.3,28238,0
776,1.55394e-05,28372.3,28372.3,28381.5,1
777,1.52286e-05,28381.5,28381.5,28333.9,0
778,1.49241e-05,28381.5,28381.5,28401.6,1
779,1.46256e-05,28401.6,28401.6,28336.8,0
780,1.43331e-05,28401.6,28401.6,28390.7,0
781,1.40464e-05,28401.6,28401.6,28340.4,0
782,1.37655e-05,28401.6,28401.6,28304,0
783,1.34902e-05,28401.6,28401.6,28355.2,0
784,1.32204e-05,28401.6,28401.6,28400,0
785,1.2956e-05,28401.6,28401.6,28342.5,0
786,1.26968e-05,28401.6,28401.6,28361.5,0
787,1.24429e-05,28401.6,28401.6,28373.7,0
788,1.2194e-05,28401.6,28401.6,28302.6,0
789,1.19502e-05,28401.6,28401.6,28307.7,0
790,1.17112e-05,28401.6,28401.6,28386.6,0
791,1.14769e-05,28401.6,28401.6,28314.9,0
792,1.12474e-05,28401.6,28401.6,28340.1,0
793,1.10224e-05,28401.6,28401.6,28418.8,1
794,1.0802e-05,28418.8,28418.8,28412,0
795,1.0586e-05,28418.8,28418.8,28381.9,0
796,1.03742e-05,28418.8,28418.8,28387.9,0
797,1.01668e-05,28418.8,28418.8,28409.5,0
